"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2021-01-01","264.51","239.82","300.13","239.06","2.12B","12.45%"
"2020-12-01","235.22","199.20","239.57","180.40","3.59B","24.32%"
"2020-11-01","189.20","131.33","202.60","130.77","2.35B","46.27%"
"2020-10-01","129.35","146.92","155.30","126.37","2.50B","-9.55%"
"2020-09-01","143.00","167.38","167.50","109.96","5.21B","-13.91%"
"2020-08-01","166.11","96.61","166.71","91.00","4.67B","74.16%"
"2020-07-01","95.38","72.20","119.67","72.03","5.68B","32.49%"
"2020-06-01","71.99","57.20","72.51","56.94","3.84B","29.32%"
"2020-05-01","55.67","50.33","56.22","45.54","4.09B","6.79%"
"2020-04-01","52.13","33.60","57.99","29.76","5.72B","49.24%"
"2020-03-01","34.93","47.42","53.80","23.37","6.32B","-21.56%"
"2020-02-01","44.53","44.91","64.60","40.77","7.10B","2.67%"
"2020-01-01","43.37","28.30","43.53","28.11","6.12B","55.50%"
"2019-12-01","27.89","21.96","29.02","21.82","3.11B","26.77%"
"2019-11-01","22.00","21.09","24.08","20.62","2.37B","4.81%"
"2019-10-01","20.99","16.10","22.72","14.95","3.53B","30.70%"
"2019-09-01","16.06","14.94","16.90","14.56","2.05B","6.78%"
"2019-08-01","15.04","16.18","16.30","14.07","2.01B","-6.64%"
"2019-07-01","16.11","15.35","17.74","14.81","2.99B","8.12%"
"2019-06-01","14.90","12.37","15.65","11.80","3.22B","20.75%"
"2019-05-01","12.34","15.92","17.22","12.27","4.24B","-22.44%"
"2019-04-01","15.91","18.84","19.74","15.41","3.46B","-14.74%"
"2019-03-01","18.66","20.46","20.48","16.96","3.21B","-12.52%"
"2019-02-01","21.33","20.36","21.62","19.25","1.93B","4.20%"
"2019-01-01","20.47","20.41","23.47","18.62","2.63B","-7.75%"
"2018-12-01","22.19","24.00","25.30","19.61","2.20B","-5.05%"
"2018-11-01","23.37","22.55","24.45","21.67","2.00B","3.91%"
"2018-10-01","22.49","20.38","23.14","16.52","4.30B","27.42%"
